id,name,season,team,mp,ws,ws48
hamilri01,Richard Hamilton,2009,DET,2279,4.5,.095
wallara01,Rasheed Wallace,2009,DET,2123,5.1,.114
iversal01,Allen Iverson,2009,DET,1970,2.7,.065
mcdyean01,Antonio McDyess,2009,DET,1866,5.6,.144
maxieja01,Jason Maxiell,2009,DET,1408,4.1,.141
afflaar01,Arron Afflalo,2009,DET,1234,1.8,.069
brownkw01,Kwame Brown,2009,DET,999,1.9,.093
johnsam01,Amir Johnson,2009,DET,911,2.7,.142
bynumwi01,Will Bynum,2009,DET,803,1.3,.078
herrmwa01,Walter Herrmann,2009,DET,630,1.0,.074
billuch01,Chauncey Billups,2009,DET,70,0.2,.124
sharpwa01,Walter Sharpe,2009,DET,20,-0.1,-0.131
ackeral01,Alex Acker,2009,DET,20,0.0,.009
princta01,Tayshaun Prince,2008,DET,2694,7.5,.133
billuch01,Chauncey Billups,2008,DET,2522,13.5,.257
hamilri01,Richard Hamilton,2008,DET,2424,7.7,.152
wallara01,Rasheed Wallace,2008,DET,2346,7.6,.155
mcdyean01,Antonio McDyess,2008,DET,2285,6.7,.141
maxieja01,Jason Maxiell,2008,DET,1768,6.3,.171
hayesja01,Jarvis Hayes,2008,DET,1287,2.9,.108
stuckro01,Rodney Stuckey,2008,DET,1081,2.0,.090
afflaar01,Arron Afflalo,2008,DET,970,1.9,.092
johnsam01,Amir Johnson,2008,DET,764,3.0,.190
murraro01,Ronald Murray,2008,DET,347,0.3,.036
dixonju01,Juan Dixon,2008,DET,244,0.3,.068
mohamna01,Nazr Mohammed,2008,DET,228,0.5,.112
ratlith01,Theo Ratliff,2008,DET,223,0.5,.115
hunteli01,Lindsey Hunter,2008,DET,215,0.2,.048
herrmwa01,Walter Herrmann,2008,DET,199,0.4,.108
brezepr01,Primoz Brezec,2008,DET,98,0.3,.148
sambch01,Cheikh Samb,2008,DET,31,0.1,.178
duprero01,Ronald Dupree,2008,DET,3,0.0,.019
princta01,Tayshaun Prince,2007,DET,3001,8.0,.128
hamilri01,Richard Hamilton,2007,DET,2763,8.1,.141
billuch01,Chauncey Billups,2007,DET,2533,11.4,.216
wallara01,Rasheed Wallace,2007,DET,2419,6.2,.123
mcdyean01,Antonio McDyess,2007,DET,1729,6.0,.168
murraro01,Ronald Murray,2007,DET,1477,1.3,.042
delfica01,Carlos Delfino,2007,DET,1372,2.9,.101
webbech01,Chris Webber,2007,DET,1277,3.3,.123
maxieja01,Jason Maxiell,2007,DET,943,1.8,.091
mohamna01,Nazr Mohammed,2007,DET,773,2.3,.145
hunteli01,Lindsey Hunter,2007,DET,745,1.3,.085
davisda01,Dale Davis,2007,DET,464,1.3,.132
blalowi01,Will Blalock,2007,DET,166,-0.1,-0.032
johnsam01,Amir Johnson,2007,DET,124,0.5,.183
duprero01,Ronald Dupree,2007,DET,94,0.0,-0.007
billuch01,Chauncey Billups,2006,DET,2925,15.5,.254
princta01,Tayshaun Prince,2006,DET,2898,7.0,.115
wallabe01,Ben Wallace,2006,DET,2890,10.1,.168
hamilri01,Richard Hamilton,2006,DET,2825,7.6,.130
wallara01,Rasheed Wallace,2006,DET,2780,8.9,.154
mcdyean01,Antonio McDyess,2006,DET,1733,4.6,.128
evansma01,Maurice Evans,2006,DET,1139,3.2,.135
delfica01,Carlos Delfino,2006,DET,726,1.0,.067
arroyca01,Carlos Arroyo,2006,DET,600,1.0,.079
delkto01,Tony Delk,2006,DET,378,0.9,.111
hunteli01,Lindsey Hunter,2006,DET,353,0.5,.066
davisda01,Dale Davis,2006,DET,178,0.4,.108
maxieja01,Jason Maxiell,2006,DET,159,-0.2,-0.054
milicda01,Darko Milicic,2006,DET,140,0.0,.016
johnsam01,Amir Johnson,2006,DET,39,0.2,.208
ackeral01,Alex Acker,2006,DET,35,-0.2,-0.230
catoke01,Kelvin Cato,2006,DET,34,0.0,-0.013
princta01,Tayshaun Prince,2005,DET,3039,9.4,.149
hamilri01,Richard Hamilton,2005,DET,2926,7.4,.121
billuch01,Chauncey Billups,2005,DET,2866,12.1,.202
wallara01,Rasheed Wallace,2005,DET,2687,7.1,.127
wallabe01,Ben Wallace,2005,DET,2671,8.5,.153
mcdyean01,Antonio McDyess,2005,DET,1797,5.7,.154
hunteli01,Lindsey Hunter,2005,DET,1144,1.4,.058
arroyca01,Carlos Arroyo,2005,DET,706,0.9,.060
duprero01,Ronald Dupree,2005,DET,472,1.0,.104
delfica01,Carlos Delfino,2005,DET,459,0.5,.048
campbel01,Elden Campbell,2005,DET,340,0.1,.013
hamda01,Darvin Ham,2005,DET,275,0.3,.055
milicda01,Darko Milicic,2005,DET,254,-0.2,-0.031
parkesm01,Smush Parker,2005,DET,110,0.0,.009
jenkiho01,Horace Jenkins,2005,DET,104,0.0,.006
goldwan01,Anthony Goldwire,2005,DET,55,0.1,.093
colemde01,Derrick Coleman,2005,DET,50,-0.1,-0.049
wallabe01,Ben Wallace,2004,DET,3050,10.2,.160
hamilri01,Richard Hamilton,2004,DET,2772,8.1,.141
billuch01,Chauncey Billups,2004,DET,2758,11.3,.198
princta01,Tayshaun Prince,2004,DET,2701,7.5,.134
okurme01,Mehmet Okur,2004,DET,1580,5.9,.179
willico02,Corliss Williamson,2004,DET,1574,4.1,.124
campbel01,Elden Campbell,2004,DET,892,2.1,.115
atkinch01,Chucky Atkins,2004,DET,751,1.2,.079
surabo01,Bob Sura,2004,DET,707,2.0,.137
wallara01,Rasheed Wallace,2004,DET,673,2.4,.171
hunteli01,Lindsey Hunter,2004,DET,661,0.9,.067
jamesmi01,Mike James,2004,DET,512,1.4,.130
hamda01,Darvin Ham,2004,DET,484,0.9,.087
fowlktr01,Tremaine Fowlkes,2004,DET,261,0.4,.068
rebraze01,Zeljko Rebraca,2004,DET,222,0.5,.115
milicda01,Darko Milicic,2004,DET,159,-0.2,-0.049
davishu01,Hubert Davis,2004,DET,23,-0.1,-0.110
thompkl01,Klay Thompson,2017,GSW,2649,7.1,.129
curryst01,Stephen Curry,2017,GSW,2638,12.6,.229
greendr01,Draymond Green,2017,GSW,2471,8.2,.160
duranke01,Kevin Durant,2017,GSW,2070,12.0,.278
iguodan01,Andre Iguodala,2017,GSW,1998,6.9,.167
livinsh01,Shaun Livingston,2017,GSW,1345,2.6,.093
pachuza01,Zaza Pachulia,2017,GSW,1268,4.7,.178
clarkia01,Ian Clark,2017,GSW,1137,2.3,.099
mccawpa01,Patrick McCaw,2017,GSW,1074,1.7,.077
westda01,David West,2017,GSW,854,2.6,.148
mcgeeja01,JaVale McGee,2017,GSW,739,3.5,.225
mcadoja01,James Michael McAdoo,2017,GSW,457,1.1,.117
looneke01,Kevon Looney,2017,GSW,447,1.4,.155
barnema02,Matt Barnes,2017,GSW,410,1.0,.115
varejan01,Anderson Varejao,2017,GSW,92,0.2,.097
jonesda03,Damian Jones,2017,GSW,85,0.0,.018
weberbr01,Briante Weber,2017,GSW,46,0.0,-0.018
greendr01,Draymond Green,2016,GSW,2808,11.1,.190
curryst01,Stephen Curry,2016,GSW,2700,17.9,.318
thompkl01,Klay Thompson,2016,GSW,2666,8.0,.144
barneha02,Harrison Barnes,2016,GSW,2042,4.9,.116
iguodan01,Andre Iguodala,2016,GSW,1732,4.4,.122
livinsh01,Shaun Livingston,2016,GSW,1520,4.6,.145
bogutan01,Andrew Bogut,2016,GSW,1451,5.4,.180
barbole01,Leandro Barbosa,2016,GSW,1079,2.1,.092
rushbr01,Brandon Rush,2016,GSW,1055,2.0,.090
speigma01,Marreese Speights,2016,GSW,832,1.8,.102
ezelife01,Festus Ezeli,2016,GSW,770,2.7,.171
clarkia01,Ian Clark,2016,GSW,578,0.9,.075
mcadoja01,James Michael McAdoo,2016,GSW,262,0.8,.146
varejan01,Anderson Varejao,2016,GSW,186,0.5,.120
thompja02,Jason Thompson,2016,GSW,179,0.6,.169
looneke01,Kevon Looney,2016,GSW,21,0.1,.192
curryst01,Stephen Curry,2015,GSW,2613,15.7,.288
greendr01,Draymond Green,2015,GSW,2490,8.5,.163
thompkl01,Klay Thompson,2015,GSW,2455,8.8,.172
barneha02,Harrison Barnes,2015,GSW,2318,6.7,.139
iguodan01,Andre Iguodala,2015,GSW,2069,5.1,.117
bogutan01,Andrew Bogut,2015,GSW,1583,5.2,.159
livinsh01,Shaun Livingston,2015,GSW,1468,3.3,.107
speigma01,Marreese Speights,2015,GSW,1207,4.0,.158
barbole01,Leandro Barbosa,2015,GSW,982,2.8,.137
leeda02,David Lee,2015,GSW,904,3.2,.168
holidju01,Justin Holiday,2015,GSW,657,1.3,.092
ezelife01,Festus Ezeli,2015,GSW,504,1.7,.159
rushbr01,Brandon Rush,2015,GSW,271,-0.3,-0.056
mcadoja01,James Michael McAdoo,2015,GSW,137,0.5,.177
kuzmiog01,Ognjen Kuzmic,2015,GSW,72,0.3,.171
thompkl01,Klay Thompson,2014,GSW,2868,6.7,.112
curryst01,Stephen Curry,2014,GSW,2846,13.4,.225
leeda02,David Lee,2014,GSW,2288,7.6,.160
barneha02,Harrison Barnes,2014,GSW,2204,3.2,.070
iguodan01,Andre Iguodala,2014,GSW,2040,5.8,.135
greendr01,Draymond Green,2014,GSW,1797,4.5,.119
bogutan01,Andrew Bogut,2014,GSW,1769,6.5,.176
speigma01,Marreese Speights,2014,GSW,982,2.1,.103
onealje01,Jermaine O'Neal,2014,GSW,883,2.7,.146
crawfjo02,Jordan Crawford,2014,GSW,661,0.4,.033
blakest01,Steve Blake,2014,GSW,607,1.1,.084
bazemke01,Kent Bazemore,2014,GSW,268,-0.2,-0.034
douglto01,Toney Douglas,2014,GSW,265,0.2,.028
nedovne01,Nemanja Nedovic,2014,GSW,142,-0.4,-0.132
armsthi01,Hilton Armstrong,2014,GSW,97,0.3,.162
kuzmiog01,Ognjen Kuzmic,2014,GSW,92,0.0,-0.025
brookma01,MarShon Brooks,2014,GSW,15,0.0,.087
dedmode01,Dewayne Dedmon,2014,GSW,6,0.0,-0.107
curryst01,Stephen Curry,2013,GSW,2983,11.2,.180
thompkl01,Klay Thompson,2013,GSW,2936,4.3,.070
leeda02,David Lee,2013,GSW,2907,9.1,.150
jackja01,Jarrett Jack,2013,GSW,2349,5.6,.115
barneha02,Harrison Barnes,2013,GSW,2058,2.8,.065
landrca01,Carl Landry,2013,GSW,1876,6.2,.159
ezelife01,Festus Ezeli,2013,GSW,1120,1.5,.066
greendr01,Draymond Green,2013,GSW,1061,0.6,.028
bogutan01,Andrew Bogut,2013,GSW,786,1.7,.106
jefferi01,Richard Jefferson,2013,GSW,568,1.0,.081
biedran01,Andris Biedrins,2013,GSW,495,1.1,.102
jenkich01,Charles Jenkins,2013,GSW,291,-0.1,-0.018
bazemke01,Kent Bazemore,2013,GSW,267,0.1,.014
tylerje01,Jeremy Tyler,2013,GSW,63,-0.1,-0.063
rushbr01,Brandon Rush,2013,GSW,25,0.0,.051
thomama01,Malcolm Thomas,2013,GSW,21,0.0,.077
leeda02,David Lee,2012,GSW,2121,5.0,.113
rushbr01,Brandon Rush,2012,GSW,1717,3.5,.099
wrighdo01,Dorell Wright,2012,GSW,1650,3.4,.099
thompkl01,Klay Thompson,2012,GSW,1608,1.7,.050
ellismo01,Monta Ellis,2012,GSW,1365,1.5,.054
robinna01,Nate Robinson,2012,GSW,1192,2.8,.111
mcguido01,Dominic McGuire,2012,GSW,1127,1.5,.062
jenkich01,Charles Jenkins,2012,GSW,893,0.5,.028
udohek01,Ekpe Udoh,2012,GSW,827,0.9,.054
biedran01,Andris Biedrins,2012,GSW,739,1.3,.085
curryst01,Stephen Curry,2012,GSW,732,2.2,.144
jefferi01,Richard Jefferson,2012,GSW,580,0.7,.056
tylerje01,Jeremy Tyler,2012,GSW,568,-0.2,-0.014
gladnmi01,Mickell Gladness,2012,GSW,224,0.2,.033
brownkw01,Kwame Brown,2012,GSW,187,0.1,.031
wrighch01,Chris Wright,2012,GSW,186,0.6,.163
mooremi01,Mikki Moore,2012,GSW,118,0.1,.022
smithis01,Ish Smith,2012,GSW,63,0.1,.069
bensoke02,Keith Benson,2012,GSW,9,0.0,-0.005
barroea01,Earl Barron,2012,GSW,9,0.0,.054
ellismo01,Monta Ellis,2011,GSW,3227,6.0,.089
wrighdo01,Dorell Wright,2011,GSW,3147,5.8,.088
leeda02,David Lee,2011,GSW,2634,6.0,.110
curryst01,Stephen Curry,2011,GSW,2489,6.6,.128
willire02,Reggie Williams,2011,GSW,1626,3.7,.109
biedran01,Andris Biedrins,2011,GSW,1397,2.6,.088
radmavl01,Vladimir Radmanovic,2011,GSW,1169,2.1,.086
udohek01,Ekpe Udoh,2011,GSW,1030,0.7,.032
amundlo01,Lou Amundson,2011,GSW,691,0.6,.044
lawac01,Acie Law,2011,GSW,632,0.7,.052
carnero01,Rodney Carney,2011,GSW,331,0.3,.038
thornal01,Al Thornton,2011,GSW,314,0.3,.042
gadzuda01,Dan Gadzuric,2011,GSW,297,0.1,.013
linje01,Jeremy Lin,2011,GSW,285,0.5,.078
adrieje01,Jeff Adrien,2011,GSW,196,0.2,.051
wrighbr03,Brandan Wright,2011,GSW,195,0.4,.091
bellch01,Charlie Bell,2011,GSW,171,-0.1,-0.040
curryst01,Stephen Curry,2010,GSW,2896,4.7,.077
ellismo01,Monta Ellis,2010,GSW,2647,1.3,.023
maggeco01,Corey Maggette,2010,GSW,2081,6.3,.144
morroan01,Anthony Morrow,2010,GSW,2018,3.5,.084
watsocj01,C.J. Watson,2010,GSW,1788,3.1,.082
tollian01,Anthony Tolliver,2010,GSW,1423,2.5,.085
turiaro01,Ronny Turiaf,2010,GSW,872,1.4,.078
huntech01,Chris Hunter,2010,GSW,783,1.3,.080
willire02,Reggie Williams,2010,GSW,782,1.7,.105
biedran01,Andris Biedrins,2010,GSW,763,1.6,.101
georgde01,Devean George,2010,GSW,761,1.3,.084
radmavl01,Vladimir Radmanovic,2010,GSW,758,-0.2,-0.012
randoan01,Anthony Randolph,2010,GSW,749,1.5,.098
mooremi01,Mikki Moore,2010,GSW,406,0.6,.071
jacksst02,Stephen Jackson,2010,GSW,300,0.0,.008
martica01,Cartier Martin,2010,GSW,276,-0.1,-0.010
azubuke01,Kelenna Azubuike,2010,GSW,231,0.7,.148
karlco01,Coby Karl,2010,GSW,108,-0.1,-0.028
lawac01,Acie Law,2010,GSW,66,0.3,.236
bellra01,Raja Bell,2010,GSW,23,0.1,.256
azubuke01,Kelenna Azubuike,2009,GSW,2375,4.1,.083
jacksst02,Stephen Jackson,2009,GSW,2339,2.2,.045
crawfja01,Jamal Crawford,2009,GSW,2087,2.7,.061
watsocj01,C.J. Watson,2009,GSW,1883,3.3,.084
biedran01,Andris Biedrins,2009,GSW,1863,5.4,.139
turiaro01,Ronny Turiaf,2009,GSW,1696,3.6,.101
maggeco01,Corey Maggette,2009,GSW,1588,3.3,.100
morroan01,Anthony Morrow,2009,GSW,1515,3.0,.096
randoan01,Anthony Randolph,2009,GSW,1129,1.6,.069
ellismo01,Monta Ellis,2009,GSW,892,0.2,.012
belinma01,Marco Belinelli,2009,GSW,882,0.5,.028
wrighbr03,Brandan Wright,2009,GSW,688,1.9,.131
kurzro01,Rob Kurz,2009,GSW,442,0.7,.074
nelsode01,DeMarcus Nelson,2009,GSW,171,-0.3,-0.071
harrial01,Al Harrington,2009,GSW,166,-0.1,-0.030
davidje01,Jermareo Davidson,2009,GSW,111,0.1,.036
willima03,Marcus Williams,2009,GSW,54,-0.1,-0.127
davisba01,Baron Davis,2008,GSW,3196,8.7,.131
ellismo01,Monta Ellis,2008,GSW,3071,9.0,.140
jacksst02,Stephen Jackson,2008,GSW,2855,4.6,.077
harrial01,Al Harrington,2008,GSW,2190,5.4,.118
biedran01,Andris Biedrins,2008,GSW,2078,8.0,.185
azubuke01,Kelenna Azubuike,2008,GSW,1732,3.4,.094
barnema02,Matt Barnes,2008,GSW,1414,2.3,.077
pietrmi01,Mickael Pietrus,2008,GSW,1316,2.8,.104
croshau01,Austin Croshere,2008,GSW,457,1.1,.112
wrighbr03,Brandan Wright,2008,GSW,376,1.1,.142
watsocj01,C.J. Watson,2008,GSW,368,0.4,.056
belinma01,Marco Belinelli,2008,GSW,241,0.0,-0.002
mbengdj01,Didier Ilunga-Mbenga,2008,GSW,130,0.1,.048
webbech01,Chris Webber,2008,GSW,126,0.1,.025
obryapa01,Patrick O'Bryant,2008,GSW,99,0.2,.105
hudsotr01,Troy Hudson,2008,GSW,93,-0.1,-0.062
perovko01,Kosta Perovic,2008,GSW,38,0.0,.060
lasmest01,Stephane Lasme,2008,GSW,0,0.0,0
ellismo01,Monta Ellis,2007,GSW,2638,4.0,.072
biedran01,Andris Biedrins,2007,GSW,2382,6.7,.136
davisba01,Baron Davis,2007,GSW,2221,6.4,.139
pietrmi01,Mickael Pietrus,2007,GSW,1937,3.6,.088
barnema02,Matt Barnes,2007,GSW,1813,3.7,.099
richaja01,Jason Richardson,2007,GSW,1675,3.0,.085
harrial01,Al Harrington,2007,GSW,1355,2.8,.099
jacksst02,Stephen Jackson,2007,GSW,1293,2.4,.089
dunlemi02,Mike Dunleavy,2007,GSW,1051,1.9,.086
azubuke01,Kelenna Azubuike,2007,GSW,669,1.2,.083
murphtr01,Troy Murphy,2007,GSW,667,1.7,.124
foylead01,Adonal Foyle,2007,GSW,475,1.0,.104
mcleoke01,Keith McLeod,2007,GSW,379,0.6,.073
jasiksa01,Sarunas Jasikevicius,2007,GSW,309,0.2,.023
poweljo01,Josh Powell,2007,GSW,289,0.4,.065
roberan02,Anthony Roberson,2007,GSW,227,0.1,.031
dioguik01,Ike Diogu,2007,GSW,222,0.6,.137
obryapa01,Patrick O'Bryant,2007,GSW,119,0.0,-0.003
majorre01,Renaldo Major,2007,GSW,27,-0.1,-0.196
wagneda02,Dajuan Wagner,2007,GSW,7,0.0,.122
richaja01,Jason Richardson,2006,GSW,2877,7.3,.122
fishede01,Derek Fisher,2006,GSW,2589,5.8,.107
dunlemi02,Mike Dunleavy,2006,GSW,2578,4.2,.077
murphtr01,Troy Murphy,2006,GSW,2516,6.5,.125
davisba01,Baron Davis,2006,GSW,1971,4.4,.106
foylead01,Adonal Foyle,2006,GSW,1824,2.8,.075
pietrmi01,Mickael Pietrus,2006,GSW,1179,0.6,.024
dioguik01,Ike Diogu,2006,GSW,1031,2.6,.123
biedran01,Andris Biedrins,2006,GSW,1000,2.9,.137
ellismo01,Monta Ellis,2006,GSW,886,0.5,.028
cabarza01,Zarko Cabarkapa,2006,GSW,505,0.3,.031
cheanca01,Calbert Cheaney,2006,GSW,448,0.0,.000
bynumwi01,Will Bynum,2006,GSW,162,-0.1,-0.021
taftch01,Chris Taft,2006,GSW,144,0.5,.155
milesaa01,Aaron Miles,2006,GSW,118,0.0,-0.015
richaja01,Jason Richardson,2005,GSW,2724,5.7,.100
dunlemi02,Mike Dunleavy,2005,GSW,2570,4.9,.091
murphtr01,Troy Murphy,2005,GSW,2375,5.3,.107
fishede01,Derek Fisher,2005,GSW,2222,3.7,.080
foylead01,Adonal Foyle,2005,GSW,1700,3.4,.096
claxtsp01,Speedy Claxton,2005,GSW,1501,3.5,.113
pietrmi01,Mickael Pietrus,2005,GSW,1340,2.1,.075
robincl02,Clifford Robinson,2005,GSW,1090,1.1,.046
davisba01,Baron Davis,2005,GSW,988,2.6,.129
cheanca01,Calbert Cheaney,2005,GSW,951,0.3,.013
najered01,Eduardo Najera,2005,GSW,610,0.4,.034
davisda01,Dale Davis,2005,GSW,577,0.9,.072
cabarza01,Zarko Cabarkapa,2005,GSW,464,1.2,.124
biedran01,Andris Biedrins,2005,GSW,384,1.2,.154
whitero02,Rodney White,2005,GSW,146,-0.2,-0.069
sesayan01,Ansu Sesay,2005,GSW,128,0.2,.077
florelu01,Luis Flores,2005,GSW,73,-0.1,-0.039
tskitni01,Nikoloz Tskitishvili,2005,GSW,62,-0.1,-0.108
richaja01,Jason Richardson,2004,GSW,2936,5.2,.085
robincl02,Clifford Robinson,2004,GSW,2846,2.0,.033
dampier01,Erick Dampier,2004,GSW,2403,8.9,.178
dunlemi02,Mike Dunleavy,2004,GSW,2336,5.2,.107
cheanca01,Calbert Cheaney,2004,GSW,2067,2.3,.054
cardibr01,Brian Cardinal,2004,GSW,1634,7.2,.212
claxtsp01,Speedy Claxton,2004,GSW,1595,4.2,.127
vanexni01,Nick Van Exel,2004,GSW,1255,1.2,.045
pietrmi01,Mickael Pietrus,2004,GSW,748,1.5,.095
johnsav01,Avery Johnson,2004,GSW,637,0.2,.016
murphtr01,Troy Murphy,2004,GSW,610,1.3,.104
foylead01,Adonal Foyle,2004,GSW,572,1.1,.093
parksch02,Cherokee Parks,2004,GSW,64,0.1,.043
lamplse01,Sean Lampley,2004,GSW,63,0.2,.189
bremejr01,J.R. Bremer,2004,GSW,40,-0.3,-0.340
larueru01,Rusty LaRue,2004,GSW,22,-0.1,-0.117
langhda01,Dan Langhi,2004,GSW,17,0.0,-0.125
jonespo01,Popeye Jones,2004,GSW,10,0.0,-0.169
hardeja01,James Harden,2017,HOU,2947,15.0,.245
arizatr01,Trevor Ariza,2017,HOU,2773,6.0,.104
gordoer01,Eric Gordon,2017,HOU,2323,3.8,.079
anderry01,Ryan Anderson,2017,HOU,2116,5.2,.117
beverpa01,Patrick Beverley,2017,HOU,2058,5.3,.123
capelca01,Clint Capela,2017,HOU,1551,5.9,.184
dekkesa01,Sam Dekker,2017,HOU,1419,3.1,.104
hilarne01,Nene Hilario,2017,HOU,1198,4.1,.165
harremo01,Montrezl Harrell,2017,HOU,1064,4.1,.183
breweco01,Corey Brewer,2017,HOU,923,0.9,.045
willilo02,Lou Williams,2017,HOU,591,1.2,.096
mcdankj01,K.J. McDaniels,2017,HOU,212,0.3,.058
ennisty01,Tyler Ennis,2017,HOU,196,-0.2,-0.061
willitr02,Troy Williams,2017,HOU,139,0.3,.116
brownbo02,Bobby Brown,2017,HOU,123,0.1,.040
taylois01,Isaiah Taylor,2017,HOU,52,0.0,-0.028
onuakch01,Chinanu Onuaku,2017,HOU,52,0.1,.123
wiltjky01,Kyle Wiltjer,2017,HOU,44,0.0,-0.039
hardeja01,James Harden,2016,HOU,3125,13.3,.204
arizatr01,Trevor Ariza,2016,HOU,2859,5.4,.090
howardw01,Dwight Howard,2016,HOU,2280,6.6,.138
beverpa01,Patrick Beverley,2016,HOU,2041,4.4,.102
breweco01,Corey Brewer,2016,HOU,1669,1.2,.035
capelca01,Clint Capela,2016,HOU,1471,4.4,.144
terryja01,Jason Terry,2016,HOU,1258,1.5,.057
lawsoty01,Ty Lawson,2016,HOU,1176,0.4,.017
joneste01,Terrence Jones,2016,HOU,1044,1.5,.068
thornma01,Marcus Thornton,2016,HOU,885,1.3,.072
motiedo01,Donatas Motiejunas,2016,HOU,547,0.3,.026
smithjo03,Josh Smith,2016,HOU,421,-0.4,-0.040
harremo01,Montrezl Harrell,2016,HOU,379,0.9,.118
beaslmi01,Michael Beasley,2016,HOU,363,1.0,.128
mcdankj01,K.J. McDaniels,2016,HOU,235,0.2,.043
goudean01,Andrew Goudelock,2016,HOU,50,0.0,-0.033
hayesch01,Chuck Hayes,2016,HOU,24,0.0,-0.016
dekkesa01,Sam Dekker,2016,HOU,6,0.0,.116
hardeja01,James Harden,2015,HOU,2981,16.4,.265
arizatr01,Trevor Ariza,2015,HOU,2930,6.6,.108
motiedo01,Donatas Motiejunas,2015,HOU,2037,4.7,.110
beverpa01,Patrick Beverley,2015,HOU,1727,3.5,.096
terryja01,Jason Terry,2015,HOU,1641,3.6,.104
breweco01,Corey Brewer,2015,HOU,1407,2.7,.091
smithjo03,Josh Smith,2015,HOU,1404,2.1,.071
howardw01,Dwight Howard,2015,HOU,1223,3.6,.140
joneste01,Terrence Jones,2015,HOU,889,3.0,.160
dorsejo01,Joey Dorsey,2015,HOU,854,1.9,.108
papanko01,Kostas Papanikolaou,2015,HOU,795,0.5,.029
prigipa01,Pablo Prigioni,2015,HOU,402,1.1,.127
blackta01,Tarik Black,2015,HOU,393,0.9,.113
canaais01,Isaiah Canaan,2015,HOU,369,0.6,.084
johnsni01,Nick Johnson,2015,HOU,262,-0.1,-0.020
garcifr01,Francisco Garcia,2015,HOU,200,-0.2,-0.044
danietr01,Troy Daniels,2015,HOU,108,0.0,-0.013
capelca01,Clint Capela,2015,HOU,90,0.0,.019
shvedal01,Alexey Shved,2015,HOU,59,0.0,.013
mcdankj01,K.J. McDaniels,2015,HOU,33,0.0,-0.061
parsoch01,Chandler Parsons,2014,HOU,2783,7.6,.131
hardeja01,James Harden,2014,HOU,2777,12.8,.221
howardw01,Dwight Howard,2014,HOU,2396,8.0,.161
joneste01,Terrence Jones,2014,HOU,2078,7.3,.169
linje01,Jeremy Lin,2014,HOU,2054,4.4,.103
beverpa01,Patrick Beverley,2014,HOU,1751,4.2,.116
casspom01,Omri Casspi,2014,HOU,1283,2.4,.091
garcifr01,Francisco Garcia,2014,HOU,1083,1.8,.078
asikom01,Omer Asik,2014,HOU,968,2.4,.121
motiedo01,Donatas Motiejunas,2014,HOU,952,1.4,.069
brookaa01,Aaron Brooks,2014,HOU,716,1.1,.076
hamiljo02,Jordan Hamilton,2014,HOU,349,0.6,.080
canaais01,Isaiah Canaan,2014,HOU,252,0.2,.031
brewero02,Ronnie Brewer,2014,HOU,158,0.0,.004
smithgr02,Greg Smith,2014,HOU,100,0.2,.119
danietr01,Troy Daniels,2014,HOU,75,0.2,.150
covinro01,Robert Covington,2014,HOU,34,0.1,.122
poweljo01,Josh Powell,2014,HOU,19,0.0,-0.094
hardeja01,James Harden,2013,HOU,2985,12.8,.206
parsoch01,Chandler Parsons,2013,HOU,2758,7.0,.121
linje01,Jeremy Lin,2013,HOU,2640,5.4,.099
asikom01,Omer Asik,2013,HOU,2464,5.5,.108
delfica01,Carlos Delfino,2013,HOU,1689,3.5,.101
pattepa01,Patrick Patterson,2013,HOU,1219,3.0,.120
morrima03,Marcus Morris,2013,HOU,1154,2.0,.084
smithgr02,Greg Smith,2013,HOU,1110,4.0,.172
douglto01,Toney Douglas,2013,HOU,913,1.5,.081
beverpa01,Patrick Beverley,2013,HOU,713,2.2,.148
motiedo01,Donatas Motiejunas,2013,HOU,538,0.7,.061
garcifr01,Francisco Garcia,2013,HOU,319,0.7,.101
anderja01,James Anderson,2013,HOU,307,0.7,.105
joneste01,Terrence Jones,2013,HOU,276,0.7,.128
robinth01,Thomas Robinson,2013,HOU,247,0.1,.024
aldrico01,Cole Aldrich,2013,HOU,213,0.2,.038
cookda02,Daequan Cook,2013,HOU,165,0.1,.030
brookaa01,Aaron Brooks,2013,HOU,38,0.0,-0.063
machasc01,Scott Machado,2013,HOU,21,-0.1,-0.230
ohlbrti01,Tim Ohlbrecht,2013,HOU,12,-0.1,-0.369
scolalu01,Luis Scola,2012,HOU,2067,3.4,.080
parsoch01,Chandler Parsons,2012,HOU,1804,3.4,.090
leeco01,Courtney Lee,2012,HOU,1757,3.2,.087
dragigo01,Goran Dragic,2012,HOU,1752,5.1,.139
lowryky01,Kyle Lowry,2012,HOU,1510,4.9,.156
pattepa01,Patrick Patterson,2012,HOU,1483,1.6,.052
dalemsa01,Samuel Dalembert,2012,HOU,1446,4.1,.137
budinch01,Chase Budinger,2012,HOU,1298,3.0,.111
martike02,Kevin Martin,2012,HOU,1264,3.3,.125
hilljo01,Jordan Hill,2012,HOU,469,1.1,.118
cambyma01,Marcus Camby,2012,HOU,458,1.7,.179
willite01,Terrence Williams,2012,HOU,181,-0.1,-0.019
flynnjo01,Jonny Flynn,2012,HOU,135,0.0,-0.006
morrima03,Marcus Morris,2012,HOU,126,-0.2,-0.083
boykiea01,Earl Boykins,2012,HOU,111,0.1,.029
smithgr02,Greg Smith,2012,HOU,69,0.2,.165
