id,name,season,team,mp_old,mp,ws_old,ws,ws_max,ws48_old,ws48
campbel01,Elden Campbell,2005,BRK,892,390,2.1,0.0,2.1,0.115,0.0031282051282051277
mcguido01,Dominic McGuire,2009,WAS,695,2072,0.0,1.7,0.0,-0.003,0.04
mcguido01,Dominic McGuire,2010,SAC,2072,307,1.7,-0.30000000000000004,1.7,0.04,-0.038351791530944625
mcguido01,Dominic McGuire,2011,CHO,307,760,-0.30000000000000004,0.9,1.7,-0.038351791530944625,0.059
mcguido01,Dominic McGuire,2012,GSW,760,1127,0.9,1.5,1.7,0.059,0.062
mcguido01,Dominic McGuire,2013,IND,1127,387,1.5,0.2,1.7,0.062,0.03544444444444444
outlabo01,Bo Outlaw,2008,ORL,460,7,1.2,0.0,3.6,0.126,-0.071
outlabo01,Bo Outlaw,2005,PHO,1606,214,3.6,0.2,3.6,0.107,0.053
outlabo01,Bo Outlaw,2006,ORL,214,355,0.2,0.7,3.6,0.053,0.101
outlabo01,Bo Outlaw,2007,ORL,355,460,0.7,1.2,3.6,0.101,0.126
padgesc01,Scott Padgett,2005,HOU,547,942,1.9,2.8,1.9,0.17,0.141
padgesc01,Scott Padgett,2006,BRK,942,718,2.8,1.8,2.8,0.141,0.123
padgesc01,Scott Padgett,2007,HOU,718,231,1.8,0.1,2.8,0.123,0.01942857142857143
ewingda01,Daniel Ewing,2007,LAC,971,712,0.3,0.5,0.3,0.017,0.033
cheanca01,Calbert Cheaney,2005,GSW,2067,951,2.3,0.3,2.3,0.054,0.013
cheanca01,Calbert Cheaney,2006,GSW,951,448,0.3,0.0,2.3,0.013,0.0
petermo01,Morris Peterson,2005,TOR,2148,2510,4.9,5.1,4.9,0.11,0.098
petermo01,Morris Peterson,2006,TOR,2510,3140,5.1,5.9,5.1,0.098,0.09
petermo01,Morris Peterson,2007,TOR,3140,1515,5.9,2.9,5.9,0.09,0.091
petermo01,Morris Peterson,2008,NOP,1515,1796,2.9,3.8,5.9,0.091,0.101
petermo01,Morris Peterson,2009,NOP,1796,515,3.8,0.6,5.9,0.101,0.058
petermo01,Morris Peterson,2010,NOP,515,973,0.6,0.8,5.9,0.058,0.039
petermo01,Morris Peterson,2011,OKC,973,23,0.8,0.0,5.9,0.039,0.015
millean02,Andre Miller,2016,MIN,1253,461,2.2,0.9,8.8,0.08379090183559457,0.09977874186550975
millean02,Andre Miller,2005,DEN,2838,2852,8.8,7.0,8.8,0.148,0.119
millean02,Andre Miller,2006,DEN,2852,2937,7.0,6.2,8.8,0.119,0.101
millean02,Andre Miller,2007,DEN,2937,2966,6.2,5.8,8.8,0.101,0.09492852326365475
millean02,Andre Miller,2008,PHI,2966,3016,5.8,8.3,8.8,0.09492852326365475,0.131
millean02,Andre Miller,2009,PHI,3016,2976,8.3,8.8,8.8,0.131,0.141
millean02,Andre Miller,2010,POR,2976,2500,8.8,7.0,8.8,0.141,0.134
millean02,Andre Miller,2011,POR,2500,2650,7.0,7.0,8.8,0.134,0.127
millean02,Andre Miller,2012,DEN,2650,1809,7.0,2.9,8.8,0.127,0.078
millean02,Andre Miller,2013,DEN,1809,2151,2.9,5.4,8.8,0.078,0.12
millean02,Andre Miller,2014,DEN,2151,982,5.4,2.2,8.8,0.12,0.10820162932790223
millean02,Andre Miller,2015,SAC,982,1253,2.2,2.2,8.8,0.10820162932790223,0.08379090183559457
planizo01,Zoran Planinic,2005,BRK,473,515,0.7,0.8,0.7,0.068,0.073
planizo01,Zoran Planinic,2006,BRK,515,596,0.8,0.1,0.8,0.073,0.005
gordoaa01,Aaron Gordon,2016,ORL,797,1863,1.0,5.4,1.0,0.06,0.139
gordoaa01,Aaron Gordon,2017,ORL,1863,2298,5.4,3.7,5.4,0.139,0.077
harriga01,Gary Harris,2016,DEN,719,2439,-0.7,4.0,-0.7,-0.046,0.079
harriga01,Gary Harris,2017,DEN,2439,1782,4.0,4.6,4.0,0.079,0.124
bradlsh01,Shawn Bradley,2005,DAL,773,885,2.3,1.9,2.3,0.145,0.102
scolalu01,Luis Scola,2016,TOR,1659,1636,4.4,3.3,8.6,0.126,0.098
scolalu01,Luis Scola,2017,BRK,1636,461,3.3,0.8,8.6,0.098,0.082
scolalu01,Luis Scola,2009,HOU,2024,2488,6.5,8.6,6.5,0.154,0.165
scolalu01,Luis Scola,2010,HOU,2488,2671,8.6,6.3,8.6,0.165,0.114
scolalu01,Luis Scola,2011,HOU,2671,2412,6.3,5.5,8.6,0.114,0.11
scolalu01,Luis Scola,2012,HOU,2412,2067,5.5,3.4,8.6,0.11,0.08
scolalu01,Luis Scola,2013,PHO,2067,2184,3.4,4.4,8.6,0.08,0.096
scolalu01,Luis Scola,2014,IND,2184,1399,4.4,2.5,8.6,0.096,0.084
scolalu01,Luis Scola,2015,IND,1399,1659,2.5,4.4,8.6,0.084,0.126
stoudsa01,Salim Stoudamire,2008,ATL,1034,402,0.8,0.3,1.2,0.036,0.031
stoudsa01,Salim Stoudamire,2007,ATL,1236,1034,1.2,0.8,1.2,0.046,0.036
mercero01,Ron Mercer,2005,BRK,516,390,0.4,-0.1,0.4,0.04,-0.007
almonmo01,Morris Almond,2009,UTA,39,255,-0.1,0.1,-0.1,-0.081,0.01
harrite01,Terrel Harris,2013,MIA,318,137,0.1,-0.6,0.1,0.011,-0.21894890510948906
araujra01,Rafael Araujo,2006,TOR,736,601,0.3,-0.8,0.3,0.016,-0.066
araujra01,Rafael Araujo,2007,UTA,601,248,-0.8,0.1,0.3,-0.066,0.027
battito01,Tony Battie,2005,ORL,1478,1894,2.2,2.0,2.2,0.07372868741542625,0.051
battito01,Tony Battie,2006,ORL,1894,2215,2.0,3.8,2.2,0.051,0.083
battito01,Tony Battie,2007,ORL,2215,1575,3.8,2.7,3.8,0.083,0.081
battito01,Tony Battie,2010,BRK,1202,134,2.8,0.0,3.8,0.113,-0.014
battito01,Tony Battie,2011,PHI,134,377,0.0,0.6,3.8,-0.014,0.075
battito01,Tony Battie,2012,PHI,377,295,0.6,0.5,3.8,0.075,0.076
vincima01,Marcus Vinicius,2008,NOP,103,69,0.1,0.1,0.1,0.045,0.073
rossqu01,Quinton Ross,2006,LAC,1659,1515,1.7,1.6,1.7,0.05,0.05
rossqu01,Quinton Ross,2007,LAC,1515,1700,1.6,3.2,1.7,0.05,0.09
rossqu01,Quinton Ross,2008,LAC,1700,1505,3.2,0.7,3.2,0.09,0.022
rossqu01,Quinton Ross,2009,MEM,1505,1164,0.7,0.6,3.2,0.022,0.025
rossqu01,Quinton Ross,2010,DAL,1164,562,0.6,-0.10000000000000003,3.2,0.025,-0.008085409252669044
rossqu01,Quinton Ross,2011,BRK,562,353,-0.10000000000000003,0.0,3.2,-0.008085409252669044,-0.007
noelne01,Nerlens Noel,2016,PHI,2311,1965,4.0,3.0,4.0,0.083,0.074
noelne01,Nerlens Noel,2017,DAL,1965,1047,3.0,4.0,4.0,0.074,0.1812320916905444
sessira01,Ramon Sessions,2016,WAS,1188,1667,1.0999999999999999,3.8,5.6,0.043939393939393945,0.109
sessira01,Ramon Sessions,2017,CHO,1667,811,3.8,0.9,5.6,0.109,0.055
sessira01,Ramon Sessions,2009,MIL,450,2173,0.7,5.6,0.7,0.077,0.123
sessira01,Ramon Sessions,2010,MIN,2173,1732,5.6,1.1,5.6,0.123,0.031
sessira01,Ramon Sessions,2011,CLE,1732,2133,1.1,4.4,5.6,0.031,0.099
sessira01,Ramon Sessions,2012,CLE,2133,1707,4.4,3.7,5.6,0.099,0.1038904510837727
sessira01,Ramon Sessions,2013,CHO,1707,1652,3.7,2.9,5.6,0.1038904510837727,0.084
sessira01,Ramon Sessions,2014,CHO,1652,2214,2.9,4.3,5.6,0.084,0.09388617886178861
sessira01,Ramon Sessions,2015,SAC,2214,1188,4.3,1.0999999999999999,5.6,0.09388617886178861,0.043939393939393945
garcial01,Alex Garcia,2005,NOP,13,146,-0.1,-0.1,-0.1,-0.319,-0.018
roberla01,Lawrence Roberts,2007,MEM,181,969,0.5,2.0,0.5,0.144,0.099
weemsso01,Sonny Weems,2010,TOR,55,1368,-0.3,1.3,-0.3,-0.255,0.044
weemsso01,Sonny Weems,2011,TOR,1368,1413,1.3,-0.4,1.3,0.044,-0.013
mcgeeja01,JaVale McGee,2016,DAL,256,370,0.30000000000000004,1.1,5.3,0.07063671875,0.146
mcgeeja01,JaVale McGee,2017,GSW,370,739,1.1,3.5,5.3,0.146,0.225
mcgeeja01,JaVale McGee,2010,WAS,1143,968,2.0,2.1,2.0,0.084,0.105
mcgeeja01,JaVale McGee,2011,WAS,968,2193,2.1,5.3,2.1,0.105,0.115
mcgeeja01,JaVale McGee,2012,DEN,2193,1535,5.3,4.1,5.3,0.115,0.1274970684039088
mcgeeja01,JaVale McGee,2013,DEN,1535,1433,4.1,4.9,5.3,0.1274970684039088,0.163
mcgeeja01,JaVale McGee,2014,DEN,1433,79,4.9,-0.1,5.3,0.163,-0.039
mcgeeja01,JaVale McGee,2015,DEN,79,256,-0.1,0.30000000000000004,5.3,-0.039,0.07063671875
lewisra02,Rashard Lewis,2005,OKC,2931,2697,6.5,8.4,6.5,0.107,0.15
lewisra02,Rashard Lewis,2006,OKC,2697,2876,8.4,8.3,8.4,0.15,0.138
lewisra02,Rashard Lewis,2007,OKC,2876,2348,8.3,7.6,8.4,0.138,0.155
lewisra02,Rashard Lewis,2008,ORL,2348,3076,7.6,9.8,8.4,0.155,0.153
lewisra02,Rashard Lewis,2009,ORL,3076,2859,9.8,9.5,9.8,0.153,0.16
lewisra02,Rashard Lewis,2010,ORL,2859,2369,9.5,6.5,9.8,0.16,0.132
lewisra02,Rashard Lewis,2011,ORL,2369,1824,6.5,3.0,9.8,0.132,0.07932565789473683
lewisra02,Rashard Lewis,2012,WAS,1824,729,3.0,0.3,9.8,0.07932565789473683,0.018
lewisra02,Rashard Lewis,2013,MIA,729,792,0.3,1.2,9.8,0.018,0.071
lewisra02,Rashard Lewis,2014,MIA,792,971,1.2,1.7,9.8,0.071,0.083
frahmri01,Richie Frahm,2005,POR,469,499,1.5,1.0,1.5,0.152,0.097
frahmri01,Richie Frahm,2006,HOU,499,342,1.0,0.5,1.5,0.097,0.07081578947368422
fosteje01,Jeff Foster,2005,IND,1961,1594,8.3,5.4,8.3,0.202,0.162
fosteje01,Jeff Foster,2006,IND,1594,1581,5.4,5.7,8.3,0.162,0.174
fosteje01,Jeff Foster,2007,IND,1581,1740,5.7,4.5,8.3,0.174,0.124
fosteje01,Jeff Foster,2008,IND,1740,1884,4.5,6.5,8.3,0.124,0.165
fosteje01,Jeff Foster,2009,IND,1884,1828,6.5,4.2,8.3,0.165,0.111
fosteje01,Jeff Foster,2010,IND,1828,255,4.2,0.4,8.3,0.111,0.085
fosteje01,Jeff Foster,2011,IND,255,940,0.4,3.0,8.3,0.085,0.152
fosteje01,Jeff Foster,2012,IND,940,141,3.0,0.4,8.3,0.152,0.134
caulewi01,Willie Cauley-Stein,2017,SAC,1412,1421,3.8,2.9,3.8,0.13,0.1
gadzuda01,Dan Gadzuric,2005,MIL,1260,1783,3.7,5.2,3.7,0.141,0.14
gadzuda01,Dan Gadzuric,2006,MIL,1783,885,5.2,2.5,5.2,0.14,0.134
gadzuda01,Dan Gadzuric,2007,MIL,885,840,2.5,0.8,5.2,0.134,0.043
gadzuda01,Dan Gadzuric,2008,MIL,840,534,0.8,0.1,5.2,0.043,0.006
gadzuda01,Dan Gadzuric,2009,MIL,534,941,0.1,1.8,5.2,0.006,0.094
gadzuda01,Dan Gadzuric,2010,MIL,941,314,1.8,0.5,5.2,0.094,0.077
gadzuda01,Dan Gadzuric,2011,BRK,314,463,0.5,0.2,5.2,0.077,0.013717062634989199
gadzuda01,Dan Gadzuric,2012,NYK,463,13,0.2,0.0,5.2,0.013717062634989199,-0.169
lampema01,Maciej Lampe,2005,NOP,224,380,0.1,-0.2,0.1,0.029,-0.015739473684210525
lampema01,Maciej Lampe,2006,HOU,380,28,-0.2,-0.2,0.1,-0.015739473684210525,-0.33199999999999996
willima04,Marcus Williams,2009,SAS,36,3,-0.1,0.0,-0.1,-0.13449999999999998,0.517
boganke01,Keith Bogans,2005,CHO,1787,1791,1.3,0.1,1.3,0.034,0.002
boganke01,Keith Bogans,2006,CHO,1791,1912,0.1,2.4,1.3,0.002,0.058765690376569035
boganke01,Keith Bogans,2007,ORL,1912,990,2.4,1.7,2.4,0.058765690376569035,0.08
boganke01,Keith Bogans,2008,ORL,990,2198,1.7,4.9,2.4,0.08,0.106
boganke01,Keith Bogans,2009,MIL,2198,1272,4.9,2.5,4.9,0.106,0.09605031446540882
boganke01,Keith Bogans,2010,SAS,1272,1559,2.5,2.6,4.9,0.09605031446540882,0.081
boganke01,Keith Bogans,2011,CHI,1559,1461,2.6,3.6,4.9,0.081,0.118
boganke01,Keith Bogans,2012,BRK,1461,94,3.6,0.0,4.9,0.118,-0.005
boganke01,Keith Bogans,2013,BRK,94,1408,0.0,1.4,4.9,-0.005,0.047
boganke01,Keith Bogans,2014,BOS,1408,55,1.4,0.1,4.9,0.047,0.121
swiftro01,Robert Swift,2009,OKC,98,343,-0.2,0.7,1.1,-0.074,0.104
swiftro01,Robert Swift,2006,OKC,72,987,0.0,1.1,0.0,0.004,0.052
jianlyi01,Yi Jianlian,2009,BRK,1647,1421,0.7,0.7,0.7,0.022,0.024
jianlyi01,Yi Jianlian,2010,BRK,1421,1655,0.7,1.3,0.7,0.024,0.037
jianlyi01,Yi Jianlian,2011,WAS,1655,1112,1.3,0.4,1.3,0.037,0.016
jianlyi01,Yi Jianlian,2012,DAL,1112,203,0.4,0.0,1.3,0.016,-0.003
wroteto01,Tony Wroten,2016,PHI,895,144,0.3,-0.8,0.3,0.014,-0.263
wroteto01,Tony Wroten,2014,PHI,272,1765,0.1,-0.9,0.1,0.017,-0.025
wroteto01,Tony Wroten,2015,PHI,1765,895,-0.9,0.3,0.1,-0.025,0.014
smithdo04,Donta Smith,2006,ATL,433,127,0.2,0.3,0.2,0.026,0.104
loveke01,Kevin Love,2016,CLE,2532,2424,8.7,8.5,14.3,0.165,0.169
loveke01,Kevin Love,2017,CLE,2424,1885,8.5,6.4,14.3,0.169,0.163
loveke01,Kevin Love,2010,MIN,2048,1714,5.3,4.9,5.3,0.124,0.138
loveke01,Kevin Love,2011,MIN,1714,2611,4.9,11.4,5.3,0.138,0.21
loveke01,Kevin Love,2012,MIN,2611,2145,11.4,10.0,11.4,0.21,0.223
loveke01,Kevin Love,2013,MIN,2145,618,10.0,1.1,11.4,0.223,0.084
loveke01,Kevin Love,2014,MIN,618,2797,1.1,14.3,11.4,0.084,0.245
loveke01,Kevin Love,2015,CLE,2797,2532,14.3,8.7,14.3,0.245,0.165
flynnjo01,Jonny Flynn,2011,MIN,2339,983,0.1,-1.3,0.1,0.002,-0.064
flynnjo01,Jonny Flynn,2012,HOU,983,416,-1.3,0.1,0.1,-0.064,0.011562500000000002
stricer01,Erick Strickland,2005,MIL,571,1014,0.8,-0.3,0.8,0.069,-0.012
bjeline01,Nemanja Bjelica,2017,MIN,1075,1190,1.9,1.5,1.9,0.087,0.059
abdursh01,Shareef Abdur-Rahim,2008,SAC,2015,51,2.8,0.0,8.1,0.067,-0.005
abdursh01,Shareef Abdur-Rahim,2005,POR,2684,1867,8.1,5.4,8.1,0.14536959761549925,0.139
abdursh01,Shareef Abdur-Rahim,2006,SAC,1867,1961,5.4,6.2,8.1,0.139,0.152
abdursh01,Shareef Abdur-Rahim,2007,SAC,1961,2015,6.2,2.8,8.1,0.152,0.067
haislma01,Marcus Haislip,2005,IND,263,106,0.6,-0.2,0.6,0.113,-0.081
russeda01,D'Angelo Russell,2017,LAL,2259,1811,0.0,1.3,0.0,0.001,0.033
johnsjo02,Joe Johnson,2016,BRK,2791,2703,4.1,2.7,8.4,0.07,0.0478723640399556
johnsjo02,Joe Johnson,2017,UTA,2703,1843,2.7,3.8,8.4,0.0478723640399556,0.099
johnsjo02,Joe Johnson,2005,PHO,3331,3240,3.3,7.6,3.3,0.047,0.112
johnsjo02,Joe Johnson,2006,ATL,3240,3340,7.6,6.0,7.6,0.112,0.086
johnsjo02,Joe Johnson,2007,ATL,3340,2359,6.0,5.1,7.6,0.086,0.105
johnsjo02,Joe Johnson,2008,ATL,2359,3343,5.1,7.0,7.6,0.105,0.1
johnsjo02,Joe Johnson,2009,ATL,3343,3124,7.0,7.6,7.6,0.1,0.116
johnsjo02,Joe Johnson,2010,ATL,3124,2886,7.6,8.4,7.6,0.116,0.14
johnsjo02,Joe Johnson,2011,ATL,2886,2554,8.4,4.2,8.4,0.14,0.08
johnsjo02,Joe Johnson,2012,ATL,2554,2127,4.2,6.4,8.4,0.08,0.145
johnsjo02,Joe Johnson,2013,BRK,2127,2642,6.4,5.1,8.4,0.145,0.092
johnsjo02,Joe Johnson,2014,BRK,2642,2575,5.1,4.9,8.4,0.092,0.091
johnsjo02,Joe Johnson,2015,BRK,2575,2791,4.9,4.1,8.4,0.091,0.07
korolya01,Yaroslav Korolev,2007,LAC,127,41,0.0,0.0,0.0,-0.013,-0.057
francst01,Steve Francis,2008,HOU,1237,199,2.9,0.2,7.1,0.113,0.039
francst01,Steve Francis,2005,ORL,3194,2978,7.1,6.2,7.1,0.107,0.1
francst01,Steve Francis,2006,NYK,2978,2393,6.2,3.5999999999999996,7.1,0.1,0.07246301713330547
francst01,Steve Francis,2007,NYK,2393,1237,3.5999999999999996,2.9,7.1,0.07246301713330547,0.113
powelno01,Norman Powell,2017,TOR,725,1368,1.6,2.8,1.6,0.105,0.097
millequ01,Quincy Miller,2014,DEN,26,789,0.0,0.0,0.0,-0.051,0.002
millequ01,Quincy Miller,2015,DET,789,119,0.0,-0.1,0.0,0.002,-0.029966386554621843
murphtr01,Troy Murphy,2005,GSW,610,2375,1.3,5.3,1.3,0.104,0.107
murphtr01,Troy Murphy,2006,GSW,2375,2516,5.3,6.5,5.3,0.107,0.125
murphtr01,Troy Murphy,2007,GSW,2516,1852,6.5,4.5,6.5,0.125,0.11632181425485962
murphtr01,Troy Murphy,2008,IND,1852,2106,4.5,6.2,6.5,0.11632181425485962,0.141
murphtr01,Troy Murphy,2009,IND,2106,2482,6.2,8.5,6.5,0.141,0.165
murphtr01,Troy Murphy,2010,IND,2482,2344,8.5,7.8,8.5,0.165,0.159
murphtr01,Troy Murphy,2011,BOS,2344,466,7.8,0.30000000000000004,8.5,0.159,0.028802575107296138
murphtr01,Troy Murphy,2012,LAL,466,956,0.30000000000000004,1.7,8.5,0.028802575107296138,0.088
murphtr01,Troy Murphy,2013,DAL,956,256,1.7,0.3,8.5,0.088,0.062
decolna01,Nando De Colo,2014,SAS,920,494,1.3,1.0,1.3,0.07,0.09982793522267207
ajincal01,Alexis Ajinca,2016,NOP,957,861,3.2,1.0,3.2,0.159,0.058
ajincal01,Alexis Ajinca,2017,NOP,861,584,1.0,1.0,3.2,0.058,0.08
ajincal01,Alexis Ajinca,2010,CHO,182,30,-0.1,0.0,-0.1,-0.018,-0.013
ajincal01,Alexis Ajinca,2011,DAL,30,340,0.0,0.30000000000000004,0.0,-0.013,0.05126470588235294
ajincal01,Alexis Ajinca,2015,NOP,951,957,2.1,3.2,2.1,0.104,0.159
lowryky01,Kyle Lowry,2016,TOR,2414,2851,7.1,11.6,11.7,0.141,0.196
lowryky01,Kyle Lowry,2017,TOR,2851,2244,11.6,10.1,11.7,0.196,0.216
lowryky01,Kyle Lowry,2008,MEM,175,2089,0.5,3.4,0.5,0.148,0.078
lowryky01,Kyle Lowry,2009,HOU,2089,1679,3.4,3.6,3.4,0.078,0.10345145920190589
lowryky01,Kyle Lowry,2010,HOU,1679,1651,3.6,4.3,3.6,0.10345145920190589,0.126
lowryky01,Kyle Lowry,2011,HOU,1651,2563,4.3,7.0,4.3,0.126,0.13
lowryky01,Kyle Lowry,2012,HOU,2563,1510,7.0,4.9,7.0,0.13,0.156
lowryky01,Kyle Lowry,2013,TOR,1510,2020,4.9,5.6,7.0,0.156,0.133
lowryky01,Kyle Lowry,2014,TOR,2020,2862,5.6,11.7,7.0,0.133,0.197
lowryky01,Kyle Lowry,2015,TOR,2862,2414,11.7,7.1,11.7,0.197,0.141
blounma01,Mark Blount,2005,BOS,2402,2130,6.5,2.8,6.5,0.131,0.063
blounma01,Mark Blount,2006,BOS,2130,2240,2.8,1.7,6.5,0.063,0.03737544642857143
blounma01,Mark Blount,2007,MIN,2240,2544,1.7,2.8,6.5,0.03737544642857143,0.052
blounma01,Mark Blount,2008,MIA,2544,1542,2.8,0.7,6.5,0.052,0.021
blounma01,Mark Blount,2009,MIA,1542,207,0.7,-0.1,6.5,0.021,-0.024
allenla01,Lavoy Allen,2016,IND,1070,1599,2.8,3.7,2.8,0.127,0.11
allenla01,Lavoy Allen,2017,IND,1599,871,3.7,1.7,3.7,0.11,0.093
allenla01,Lavoy Allen,2013,PHI,624,1669,1.6,2.5,1.6,0.124,0.072
allenla01,Lavoy Allen,2014,IND,1669,1072,2.5,1.5,2.5,0.072,0.0662686567164179
allenla01,Lavoy Allen,2015,IND,1072,1070,1.5,2.8,2.5,0.0662686567164179,0.127
redicjj01,J.J. Redick,2016,LAC,2409,2097,6.7,6.7,6.7,0.134,0.154
redicjj01,J.J. Redick,2017,LAC,2097,2198,6.7,4.8,6.7,0.154,0.105
redicjj01,J.J. Redick,2008,ORL,622,276,1.7,0.5,1.7,0.134,0.091
redicjj01,J.J. Redick,2009,ORL,276,1111,0.5,2.3,1.7,0.091,0.098
redicjj01,J.J. Redick,2010,ORL,1111,1808,2.3,6.5,2.3,0.098,0.173
redicjj01,J.J. Redick,2011,ORL,1808,1513,6.5,4.5,6.5,0.173,0.142
redicjj01,J.J. Redick,2012,ORL,1513,1765,4.5,5.2,6.5,0.142,0.142
redicjj01,J.J. Redick,2013,MIL,1765,2379,5.2,4.5,6.5,0.142,0.09057881462799497
redicjj01,J.J. Redick,2014,LAC,2379,987,4.5,3.0,6.5,0.09057881462799497,0.147
redicjj01,J.J. Redick,2015,LAC,987,2409,3.0,6.7,6.5,0.147,0.134
hicksjj01,J.J. Hickson,2016,DEN,1411,436,1.8,0.8,6.9,0.062,0.08811697247706421
hicksjj01,J.J. Hickson,2010,CLE,705,1691,1.5,4.3,1.5,0.101,0.123
hicksjj01,J.J. Hickson,2011,CLE,1691,2256,4.3,1.5,4.3,0.123,0.032
hicksjj01,J.J. Hickson,2012,POR,2256,1244,1.5,1.7,4.3,0.032,0.0662411575562701
hicksjj01,J.J. Hickson,2013,POR,1244,2323,1.7,6.9,4.3,0.0662411575562701,0.142
hicksjj01,J.J. Hickson,2014,DEN,2323,1859,6.9,3.3,6.9,0.142,0.086
hicksjj01,J.J. Hickson,2015,DEN,1859,1411,3.3,1.8,6.9,0.086,0.062
lafrera01,Raef LaFrentz,2008,POR,352,291,0.2,0.5,7.5,0.021,0.085
lafrera01,Raef LaFrentz,2005,BOS,328,2196,0.9,7.5,0.9,0.137,0.165
lafrera01,Raef LaFrentz,2006,BOS,2196,2033,7.5,4.3,7.5,0.165,0.101
lafrera01,Raef LaFrentz,2007,POR,2033,352,4.3,0.2,7.5,0.101,0.021
mudiaem01,Emmanuel Mudiay,2017,DEN,2068,1406,-2.1,0.2,-2.1,-0.049,0.006
kukocto01,Toni Kukoc,2005,MIL,1522,1099,3.1,1.5,3.1,0.096,0.066
kukocto01,Toni Kukoc,2006,MIL,1099,1018,1.5,1.1,3.1,0.066,0.053
hassetr01,Trenton Hassell,2005,MIN,2264,2068,4.0,2.7,4.0,0.084,0.063
hassetr01,Trenton Hassell,2006,MIN,2068,2514,2.7,2.3,4.0,0.063,0.044
hassetr01,Trenton Hassell,2007,MIN,2514,2223,2.3,2.6,4.0,0.044,0.056
hassetr01,Trenton Hassell,2008,BRK,2223,773,2.6,0.19999999999999998,4.0,0.056,0.014958602846054334
hassetr01,Trenton Hassell,2009,BRK,773,1094,0.19999999999999998,0.7,4.0,0.014958602846054334,0.029
hassetr01,Trenton Hassell,2010,BRK,1094,1106,0.7,-0.1,4.0,0.029,-0.003
pachuza01,Zaza Pachulia,2016,DAL,1730,2004,4.2,6.0,5.0,0.116,0.145
pachuza01,Zaza Pachulia,2017,GSW,2004,1268,6.0,4.7,6.0,0.145,0.178
pachuza01,Zaza Pachulia,2005,MIL,664,1397,0.3,2.9,0.3,0.023,0.099
pachuza01,Zaza Pachulia,2006,ATL,1397,2452,2.9,3.9,2.9,0.099,0.077
pachuza01,Zaza Pachulia,2007,ATL,2452,2026,3.9,4.8,3.9,0.077,0.114
pachuza01,Zaza Pachulia,2008,ATL,2026,944,4.8,1.1,4.8,0.114,0.054
pachuza01,Zaza Pachulia,2009,ATL,944,1473,1.1,3.9,4.8,0.054,0.127
pachuza01,Zaza Pachulia,2010,ATL,1473,1089,3.9,2.7,4.8,0.127,0.121
pachuza01,Zaza Pachulia,2011,ATL,1089,1244,2.7,3.1,4.8,0.121,0.118
pachuza01,Zaza Pachulia,2012,ATL,1244,1640,3.1,5.0,4.8,0.118,0.147
pachuza01,Zaza Pachulia,2013,ATL,1640,1134,5.0,2.7,5.0,0.147,0.116
pachuza01,Zaza Pachulia,2014,MIL,1134,1325,2.7,1.7,5.0,0.116,0.06
pachuza01,Zaza Pachulia,2015,MIL,1325,1730,1.7,4.2,5.0,0.06,0.116
parkesm01,Smush Parker,2008,LAC,2457,592,2.3,-0.6000000000000001,5.8,0.045,-0.05170945945945946
parkesm01,Smush Parker,2006,LAL,144,2773,-0.2,5.8,-0.2,-0.04459722222222222,0.1
parkesm01,Smush Parker,2007,LAL,2773,2457,5.8,2.3,5.8,0.1,0.045
youngth01,Thaddeus Young,2016,BRK,2434,2407,3.0,4.1,7.4,0.06071076417419884,0.081
youngth01,Thaddeus Young,2017,IND,2407,2237,4.1,4.6,7.4,0.081,0.1
youngth01,Thaddeus Young,2009,PHI,1554,2580,4.5,5.5,4.5,0.14,0.102
youngth01,Thaddeus Young,2010,PHI,2580,2145,5.5,2.1,5.5,0.102,0.047
youngth01,Thaddeus Young,2011,PHI,2145,2135,2.1,6.2,5.5,0.047,0.139
youngth01,Thaddeus Young,2012,PHI,2135,1755,6.2,6.3,6.2,0.139,0.171
youngth01,Thaddeus Young,2013,PHI,1755,2629,6.3,7.4,6.3,0.171,0.136
youngth01,Thaddeus Young,2014,PHI,2629,2718,7.4,3.5,7.4,0.136,0.062
youngth01,Thaddeus Young,2015,BRK,2718,2434,3.5,3.0,7.4,0.062,0.06071076417419884
simiewa01,Wayne Simien,2007,MIA,414,93,0.8,0.0,0.8,0.096,0.025
geeal01,Alonzo Gee,2016,NOP,662,1632,1.2000000000000002,1.9,2.4,0.08608610271903323,0.056
geeal01,Alonzo Gee,2017,DEN,1632,89,1.9,-0.1,2.4,0.056,-0.032
geeal01,Alonzo Gee,2011,CLE,182,1118,0.4,1.0,0.4,0.108,0.04505098389982111
geeal01,Alonzo Gee,2012,CLE,1118,1827,1.0,2.4,1.0,0.04505098389982111,0.063
geeal01,Alonzo Gee,2013,CLE,1827,2541,2.4,1.9,2.4,0.063,0.036
geeal01,Alonzo Gee,2014,CLE,2541,1020,1.9,0.9,2.4,0.036,0.041
geeal01,Alonzo Gee,2015,DEN,1020,662,0.9,1.2000000000000002,2.4,0.041,0.08608610271903323
slayta01,Tamar Slay,2005,CHO,165,78,0.0,-0.3,0.0,-0.004,-0.166
holliry01,Ryan Hollins,2016,MEM,441,460,1.0,0.9,1.8,0.104,0.1000086956521739
holliry01,Ryan Hollins,2008,CHO,185,532,0.2,1.1,0.2,0.04,0.096
holliry01,Ryan Hollins,2009,CHO,532,444,1.1,1.0,1.1,0.096,0.10998198198198197
holliry01,Ryan Hollins,2010,MIN,444,1223,1.0,1.2,1.1,0.10998198198198197,0.048
